Dates,Destination,InviaCode,Operator,MealType,Price,Hotel,Airport,Minute
3.6. - 14.6.,Zakynthos,83698,Electra Tours,All Inclusive,23 950 Kč,Sunrise,Praha,FM
6.6. - 13.6.,Zakynthos,83698,Electra Tours,All Inclusive,18 390 Kč,Sunrise,Brno,FM
2.7. - 9.7.,Zakynthos,83698,Electra Tours,All Inclusive,21 150 Kč,Sunrise,Praha,FM
5.7. - 12.7.,Zakynthos,83698,Electra Tours,All Inclusive,20 550 Kč,Sunrise,Praha,FM
8.7. - 15.7.,Zakynthos,83698,Electra Tours,All Inclusive,20 590 Kč,Sunrise,Praha,FM
15.7. - 22.7.,Zakynthos,83698,Electra Tours,All Inclusive,20 590 Kč,Sunrise,Praha,FM
15.7. - 26.7.,Zakynthos,83698,Electra Tours,All Inclusive,27 190 Kč,Sunrise,Praha,FM
22.7. - 29.7.,Zakynthos,83698,Electra Tours,All Inclusive,20 590 Kč,Sunrise,Praha,FM
26.7. - 5.8.,Zakynthos,83698,Electra Tours,All Inclusive,26 450 Kč,Sunrise,Praha,FM
21.5. - 28.5.,Kréta,73716,Electra Tours,All Inclusive,11 190 Kč,Club Lyda,Praha,FM
21.5. - 4.6.,Kréta,73716,Electra Tours,All Inclusive,16 150 Kč,Club Lyda,Praha,FM
24.5. - 4.6.,Kréta,73716,Electra Tours,All Inclusive,14 850 Kč,Club Lyda,Praha,FM
28.5. - 4.6.,Kréta,73716,Electra Tours,All Inclusive,11 790 Kč,Club Lyda,Praha,FM
28.5. - 11.6.,Kréta,73716,Electra Tours,All Inclusive,19 150 Kč,Club Lyda,Praha,FM
1.6. - 4.6.,Kréta,73716,Electra Tours,All Inclusive,10 750 Kč,Club Lyda,Praha,Last minute
1.6. - 15.6.,Kréta,73716,Electra Tours,All Inclusive,21 490 Kč,Club Lyda,Brno,FM
4.6. - 11.6.,Kréta,73716,Electra Tours,All Inclusive,14 550 Kč,Club Lyda,Praha,FM
4.6. - 11.6.,Kréta,73716,Electra Tours,All Inclusive,14 550 Kč,Club Lyda,Brno,FM
4.6. - 14.6.,Kréta,73716,Electra Tours,All Inclusive,18 690 Kč,Club Lyda,Praha,FM
4.6. - 18.6.,Kréta,73716,Electra Tours,All Inclusive,22 250 Kč,Club Lyda,Praha,FM
7.6. - 11.6.,Rhodos,21959,Electra Tours,All Inclusive,10 950 Kč,Sivila,Praha,Last minute
7.6. - 11.6.,Rhodos,21959,Electra Tours,Polopenze,10 190 Kč,Sivila,Praha,Last minute
8.6. - 18.6.,Rhodos,21959,Electra Tours,All Inclusive,15 350 Kč,Sivila,Praha,FM
8.6. - 18.6.,Rhodos,21959,Electra Tours,Polopenze,13 550 Kč,Sivila,Praha,FM
8.6. - 22.6.,Rhodos,21959,Electra Tours,All Inclusive,18 190 Kč,Sivila,Praha,FM
8.6. - 22.6.,Rhodos,21959,Electra Tours,Polopenze,15 550 Kč,Sivila,Praha,FM
10.6. - 17.6.,Rhodos,21959,Electra Tours,All Inclusive,12 890 Kč,Sivila,Praha,FM
10.6. - 17.6.,Rhodos,21959,Electra Tours,Polopenze,11 650 Kč,Sivila,Praha,FM
10.6. - 21.6.,Rhodos,21959,Electra Tours,All Inclusive,15 690 Kč,Sivila,Praha,FM
10.6. - 21.6.,Rhodos,21959,Electra Tours,Polopenze,13 590 Kč,Sivila,Praha,FM
1.6. - 4.6.,Kréta,8388,Electra Tours,Snídaně,9 090 Kč,Iro,Praha,FM
1.6. - 4.6.,Kréta,8388,Electra Tours,Snídaně,9 090 Kč,Iro,Brno,FM
1.6. - 4.6.,Kréta,8388,Electra Tours,Polopenze,9 350 Kč,Iro,Praha,FM
1.6. - 4.6.,Kréta,8388,Electra Tours,Polopenze,9 350 Kč,Iro,Brno,FM
1.6. - 15.6.,Kréta,8388,Electra Tours,Polopenze,16 350 Kč,Iro,Brno,FM
1.6. - 15.6.,Kréta,8388,Electra Tours,Snídaně,15 050 Kč,Iro,Brno,FM
4.6. - 11.6.,Kréta,8388,Electra Tours,Snídaně,11 090 Kč,Iro,Praha,FM
4.6. - 11.6.,Kréta,8388,Electra Tours,Polopenze,11 790 Kč,Iro,Praha,FM
4.6. - 14.6.,Kréta,8388,Electra Tours,Snídaně,13 590 Kč,Iro,Praha,FM
4.6. - 14.6.,Kréta,8388,Electra Tours,Polopenze,14 550 Kč,Iro,Praha,FM
7.6. - 11.6.,Kréta,8388,Electra Tours,Polopenze,11 190 Kč,Iro,Praha,FM
7.6. - 11.6.,Kréta,8388,Electra Tours,Snídaně,10 890 Kč,Iro,Praha,FM
12.8. - 19.8.,Korfu,8214,Electra Tours,Polopenze,19 590 Kč,Gemini,Praha,FM
12.8. - 19.8.,Korfu,8214,Electra Tours,All Inclusive,20 950 Kč,Gemini,Praha,FM
12.8. - 19.8.,Korfu,8214,Electra Tours,Snídaně,16 890 Kč,Gemini,Praha,FM
13.8. - 23.8.,Korfu,8214,Electra Tours,Snídaně,20 650 Kč,Gemini,Praha,FM
13.8. - 23.8.,Korfu,8214,Electra Tours,Polopenze,24 650 Kč,Gemini,Praha,FM
13.8. - 23.8.,Korfu,8214,Electra Tours,All Inclusive,26 690 Kč,Gemini,Praha,FM
13.8. - 27.8.,Korfu,8214,Electra Tours,Snídaně,24 790 Kč,Gemini,Praha,FM
13.8. - 27.8.,Korfu,8214,Electra Tours,Polopenze,30 390 Kč,Gemini,Praha,FM
13.8. - 27.8.,Korfu,8214,Electra Tours,All Inclusive,33 190 Kč,Gemini,Praha,FM
19.8. - 26.8.,Korfu,8214,Electra Tours,All Inclusive,20 950 Kč,Gemini,Praha,FM
24.8. - 31.8.,Korfu,70941,Electra Tours,Polopenze,34 590 Kč,Marbella Beach Corfu,Brno,FM
24.8. - 31.8.,Korfu,70941,Electra Tours,Plná penze,38 990 Kč,Marbella Beach Corfu,Brno,FM
26.8. - 2.9.,Korfu,70941,Electra Tours,Polopenze,34 750 Kč,Marbella Beach Corfu,Praha,FM
26.8. - 2.9.,Korfu,70941,Electra Tours,Plná penze,39 090 Kč,Marbella Beach Corfu,Praha,FM
26.8. - 2.9.,Korfu,70941,Electra Tours,All Inclusive,43 890 Kč,Marbella Beach Corfu,Praha,FM
27.8. - 10.9.,Korfu,70941,Electra Tours,Polopenze,61 790 Kč,Marbella Beach Corfu,Praha,FM
27.8. - 10.9.,Korfu,70941,Electra Tours,Plná penze,70 850 Kč,Marbella Beach Corfu,Praha,FM
27.8. - 10.9.,Korfu,70941,Electra Tours,All Inclusive,80 850 Kč,Marbella Beach Corfu,Praha,FM
31.8. - 7.9.,Korfu,70941,Electra Tours,All Inclusive,40 950 Kč,Marbella Beach Corfu,Brno,FM
31.8. - 7.9.,Korfu,70941,Electra Tours,Polopenze,31 790 Kč,Marbella Beach Corfu,Brno,FM
16.7. - 30.7.,Rhodos,7633,Electra Tours,All Inclusive,35 550 Kč,Alfa Beach,Praha,FM
19.7. - 23.7.,Rhodos,7633,Electra Tours,All Inclusive,15 990 Kč,Alfa Beach,Praha,Last minute
20.7. - 30.7.,Rhodos,7633,Electra Tours,All Inclusive,27 390 Kč,Alfa Beach,Praha,FM
22.7. - 29.7.,Rhodos,7633,Electra Tours,All Inclusive,21 790 Kč,Alfa Beach,Praha,FM
22.7. - 2.8.,Rhodos,7633,Electra Tours,All Inclusive,29 150 Kč,Alfa Beach,Praha,FM
23.7. - 6.8.,Rhodos,7633,Electra Tours,All Inclusive,35 550 Kč,Alfa Beach,Praha,FM
27.7. - 30.7.,Rhodos,7633,Electra Tours,All Inclusive,14 090 Kč,Alfa Beach,Praha,Last minute
27.7. - 10.8.,Rhodos,7633,Electra Tours,All Inclusive,35 550 Kč,Alfa Beach,Praha,FM
29.7. - 5.8.,Rhodos,7633,Electra Tours,All Inclusive,21 790 Kč,Alfa Beach,Praha,FM
30.7. - 10.8.,Rhodos,7633,Electra Tours,All Inclusive,29 290 Kč,Alfa Beach,Praha,FM
16.7. - 30.7.,Kréta,26206,Electra Tours,Snídaně,20 150 Kč,Marirena,Praha,FM
16.7. - 30.7.,Kréta,26206,Electra Tours,Polopenze,21 450 Kč,Marirena,Praha,FM
16.7. - 30.7.,Kréta,26206,Electra Tours,All Inclusive,25 750 Kč,Marirena,Praha,FM
19.7. - 23.7.,Kréta,26206,Electra Tours,Polopenze,12 090 Kč,Marirena,Praha,FM
19.7. - 23.7.,Kréta,26206,Electra Tours,Snídaně,11 750 Kč,Marirena,Praha,FM
19.7. - 23.7.,Kréta,26206,Electra Tours,All Inclusive,13 350 Kč,Marirena,Praha,FM
20.7. - 3.8.,Kréta,26206,Electra Tours,All Inclusive,27 550 Kč,Marirena,Brno,FM
20.7. - 3.8.,Kréta,26206,Electra Tours,Snídaně,21 690 Kč,Marirena,Brno,FM
20.7. - 3.8.,Kréta,26206,Electra Tours,Polopenze,23 050 Kč,Marirena,Brno,FM
23.7. - 30.7.,Kréta,26206,Electra Tours,Snídaně,15 350 Kč,Marirena,Praha,FM
23.7. - 30.7.,Kréta,26206,Electra Tours,Snídaně,15 350 Kč,Marirena,Brno,FM
28.8. - 4.9.,Rhodos,7955,Electra Tours,All Inclusive,19 050 Kč,Belair Beach,Brno,FM
28.8. - 4.9.,Rhodos,7955,Electra Tours,Polopenze,17 150 Kč,Belair Beach,Brno,FM
28.8. - 11.9.,Rhodos,7955,Electra Tours,Polopenze,25 190 Kč,Belair Beach,Brno,FM
28.8. - 11.9.,Rhodos,7955,Electra Tours,All Inclusive,29 090 Kč,Belair Beach,Brno,FM
29.8. - 5.9.,Rhodos,7955,Electra Tours,Polopenze,16 590 Kč,Belair Beach,Brno,FM
29.8. - 5.9.,Rhodos,7955,Electra Tours,All Inclusive,18 450 Kč,Belair Beach,Brno,FM
29.8. - 12.9.,Rhodos,7955,Electra Tours,Polopenze,24 850 Kč,Belair Beach,Brno,FM
29.8. - 12.9.,Rhodos,7955,Electra Tours,All Inclusive,29 090 Kč,Belair Beach,Brno,FM
30.8. - 3.9.,Rhodos,7955,Electra Tours,Polopenze,13 090 Kč,Belair Beach,Praha,FM
30.8. - 3.9.,Rhodos,7955,Electra Tours,All Inclusive,14 150 Kč,Belair Beach,Praha,FM
30.8. - 3.9.,Rhodos,79427,Electra Tours,All Inclusive,14 850 Kč,Mitsis Petit Palais,Praha,Last minute
31.8. - 10.9.,Rhodos,79427,Electra Tours,All Inclusive,24 490 Kč,Mitsis Petit Palais,Praha,FM
2.9. - 9.9.,Rhodos,79427,Electra Tours,All Inclusive,19 650 Kč,Mitsis Petit Palais,Praha,FM
2.9. - 13.9.,Rhodos,79427,Electra Tours,All Inclusive,26 150 Kč,Mitsis Petit Palais,Praha,FM
3.9. - 17.9.,Rhodos,79427,Electra Tours,All Inclusive,31 490 Kč,Mitsis Petit Palais,Praha,FM
5.9. - 12.9.,Rhodos,79427,Electra Tours,All Inclusive,19 690 Kč,Mitsis Petit Palais,Brno,FM
5.9. - 19.9.,Rhodos,79427,Electra Tours,All Inclusive,31 490 Kč,Mitsis Petit Palais,Brno,FM
7.9. - 10.9.,Rhodos,79427,Electra Tours,All Inclusive,13 250 Kč,Mitsis Petit Palais,Praha,Last minute
9.9. - 16.9.,Rhodos,79427,Electra Tours,All Inclusive,19 750 Kč,Mitsis Petit Palais,Praha,FM
10.9. - 24.9.,Rhodos,79427,Electra Tours,All Inclusive,31 490 Kč,Mitsis Petit Palais,Praha,Last minute
27.8. - 6.9.,Kréta,49740,Electra Tours,Snídaně,20 450 Kč,Aquis Zorbas Village,Praha,FM
27.8. - 6.9.,Kréta,49740,Electra Tours,Bez stravy,17 590 Kč,Aquis Zorbas Village,Praha,FM
27.8. - 10.9.,Kréta,49740,Electra Tours,Bez stravy,20 650 Kč,Aquis Zorbas Village,Praha,FM
27.8. - 10.9.,Kréta,49740,Electra Tours,Snídaně,24 450 Kč,Aquis Zorbas Village,Praha,FM
30.8. - 3.9.,Kréta,49740,Electra Tours,Snídaně,13 390 Kč,Aquis Zorbas Village,Praha,FM
30.8. - 3.9.,Kréta,49740,Electra Tours,Bez stravy,12 290 Kč,Aquis Zorbas Village,Praha,FM
31.8. - 14.9.,Kréta,49740,Electra Tours,Bez stravy,20 890 Kč,Aquis Zorbas Village,Brno,FM
31.8. - 14.9.,Kréta,49740,Electra Tours,Snídaně,24 850 Kč,Aquis Zorbas Village,Brno,FM
3.9. - 10.9.,Kréta,49740,Electra Tours,Bez stravy,14 790 Kč,Aquis Zorbas Village,Praha,FM
3.9. - 10.9.,Kréta,49740,Electra Tours,Bez stravy,14 790 Kč,Aquis Zorbas Village,Brno,FM
3.9. - 10.9.,Kréta,49740,Electra Tours,Snídaně,16 690 Kč,Aquis Zorbas Village,Praha,FM
3.9. - 10.9.,Kréta,49740,Electra Tours,Snídaně,16 690 Kč,Aquis Zorbas Village,Brno,FM
25.6. - 2.7.,Kréta,87982,Electra Tours,Polopenze,14 790 Kč,Elounda Water Park Residence,Praha,FM
25.6. - 2.7.,Kréta,87982,Electra Tours,Polopenze,14 790 Kč,Elounda Water Park Residence,Brno,FM
25.6. - 2.7.,Kréta,87982,Electra Tours,All Inclusive,17 690 Kč,Elounda Water Park Residence,Praha,FM
25.6. - 2.7.,Kréta,87982,Electra Tours,All Inclusive,17 690 Kč,Elounda Water Park Residence,Brno,FM
29.6. - 2.7.,Kréta,87982,Electra Tours,All Inclusive,12 890 Kč,Elounda Water Park Residence,Praha,Last minute
29.6. - 2.7.,Kréta,87982,Electra Tours,Polopenze,11 590 Kč,Elounda Water Park Residence,Praha,Last minute
8.7. - 12.7.,Kréta,87982,Electra Tours,All Inclusive,14 190 Kč,Elounda Water Park Residence,Praha,Last minute
8.7. - 12.7.,Kréta,87982,Electra Tours,Polopenze,12 490 Kč,Elounda Water Park Residence,Praha,Last minute
9.7. - 16.7.,Kréta,87982,Electra Tours,Polopenze,15 150 Kč,Elounda Water Park Residence,Praha,FM
9.7. - 16.7.,Kréta,87982,Electra Tours,Polopenze,15 150 Kč,Elounda Water Park Residence,Brno,FM
9.7. - 16.7.,Kréta,87982,Electra Tours,All Inclusive,18 090 Kč,Elounda Water Park Residence,Praha,FM
9.7. - 16.7.,Kréta,87982,Electra Tours,All Inclusive,18 090 Kč,Elounda Water Park Residence,Brno,FM
9.7. - 23.7.,Kréta,87982,Electra Tours,Polopenze,22 550 Kč,Elounda Water Park Residence,Praha,FM
9.7. - 23.7.,Kréta,87982,Electra Tours,All Inclusive,28 390 Kč,Elounda Water Park Residence,Praha,FM
25.8. - 8.9.,Rhodos,99777,Electra Tours,Bez stravy,46 890 Kč,Sun Beach Resort Complex,Brno,FM
25.8. - 8.9.,Rhodos,99777,Electra Tours,All Inclusive,45 550 Kč,Sun Beach Resort Complex,Brno,FM
25.8. - 8.9.,Rhodos,99777,Electra Tours,Snídaně,34 390 Kč,Sun Beach Resort Complex,Brno,FM
25.8. - 8.9.,Rhodos,99777,Electra Tours,Polopenze,36 690 Kč,Sun Beach Resort Complex,Brno,FM
26.8. - 2.9.,Rhodos,99777,Electra Tours,Snídaně,19 450 Kč,Sun Beach Resort Complex,Praha,FM
26.8. - 2.9.,Rhodos,99777,Electra Tours,Polopenze,20 550 Kč,Sun Beach Resort Complex,Praha,FM
26.8. - 2.9.,Rhodos,99777,Electra Tours,Plná penze,35 350 Kč,Sun Beach Resort Complex,Praha,FM
26.8. - 2.9.,Rhodos,99777,Electra Tours,All Inclusive,24 650 Kč,Sun Beach Resort Complex,Praha,FM
26.8. - 2.9.,Rhodos,99777,Electra Tours,Bez stravy,27 090 Kč,Sun Beach Resort Complex,Praha,FM
28.8. - 4.9.,Rhodos,99777,Electra Tours,Polopenze,20 950 Kč,Sun Beach Resort Complex,Brno,FM
4.6. - 18.6.,Rhodos,28450,Electra Tours,Polopenze,22 090 Kč,Pylea Beach,Praha,FM
4.6. - 18.6.,Rhodos,28450,Electra Tours,Snídaně,17 750 Kč,Pylea Beach,Praha,FM
5.6. - 12.6.,Rhodos,28450,Electra Tours,Polopenze,15 550 Kč,Pylea Beach,Brno,FM
5.6. - 12.6.,Rhodos,28450,Electra Tours,Snídaně,13 350 Kč,Pylea Beach,Brno,FM
5.6. - 19.6.,Rhodos,28450,Electra Tours,Snídaně,17 750 Kč,Pylea Beach,Brno,FM
5.6. - 19.6.,Rhodos,28450,Electra Tours,Polopenze,22 090 Kč,Pylea Beach,Brno,FM
6.6. - 13.6.,Rhodos,28450,Electra Tours,Snídaně,12 790 Kč,Pylea Beach,Brno,FM
6.6. - 13.6.,Rhodos,28450,Electra Tours,Polopenze,14 990 Kč,Pylea Beach,Brno,FM
7.6. - 11.6.,Rhodos,28450,Electra Tours,Polopenze,12 150 Kč,Pylea Beach,Praha,FM
7.6. - 11.6.,Rhodos,28450,Electra Tours,Snídaně,10 890 Kč,Pylea Beach,Praha,FM
22.8. - 5.9.,Rhodos,29364,Electra Tours,All Inclusive,56 050 Kč,Mitsis Faliraki Beach Resort,Brno,FM
23.8. - 2.9.,Rhodos,29364,Electra Tours,All Inclusive,41 250 Kč,Mitsis Faliraki Beach Resort,Praha,FM
24.8. - 27.8.,Rhodos,29364,Electra Tours,All Inclusive,18 350 Kč,Mitsis Faliraki Beach Resort,Praha,Last minute
24.8. - 7.9.,Rhodos,29364,Electra Tours,All Inclusive,55 290 Kč,Mitsis Faliraki Beach Resort,Praha,Last minute
25.8. - 8.9.,Rhodos,29364,Electra Tours,All Inclusive,55 290 Kč,Mitsis Faliraki Beach Resort,Brno,FM
26.8. - 2.9.,Rhodos,29364,Electra Tours,All Inclusive,31 290 Kč,Mitsis Faliraki Beach Resort,Praha,FM
28.8. - 4.9.,Rhodos,29364,Electra Tours,All Inclusive,32 150 Kč,Mitsis Faliraki Beach Resort,Brno,FM
28.8. - 11.9.,Rhodos,29364,Electra Tours,All Inclusive,54 490 Kč,Mitsis Faliraki Beach Resort,Brno,FM
29.8. - 5.9.,Rhodos,29364,Electra Tours,All Inclusive,31 550 Kč,Mitsis Faliraki Beach Resort,Brno,FM
29.8. - 12.9.,Rhodos,29364,Electra Tours,All Inclusive,53 750 Kč,Mitsis Faliraki Beach Resort,Brno,FM
12.6. - 19.6.,Rhodos,103830,Electra Tours,All Inclusive,16 450 Kč,Aelia Resort,Brno,FM
13.6. - 27.6.,Rhodos,103830,Electra Tours,All Inclusive,23 950 Kč,Aelia Resort,Brno,FM
15.6. - 18.6.,Rhodos,103830,Electra Tours,All Inclusive,11 590 Kč,Aelia Resort,Praha,FM
15.6. - 29.6.,Rhodos,103830,Electra Tours,All Inclusive,23 950 Kč,Aelia Resort,Praha,FM
16.6. - 23.6.,Rhodos,103830,Electra Tours,All Inclusive,16 450 Kč,Aelia Resort,Brno,FM
17.6. - 24.6.,Rhodos,103830,Electra Tours,All Inclusive,15 850 Kč,Aelia Resort,Praha,FM
20.6. - 27.6.,Rhodos,103830,Electra Tours,All Inclusive,15 890 Kč,Aelia Resort,Brno,FM
21.6. - 25.6.,Rhodos,103830,Electra Tours,All Inclusive,12 690 Kč,Aelia Resort,Praha,FM
24.6. - 1.7.,Rhodos,103830,Electra Tours,All Inclusive,15 850 Kč,Aelia Resort,Praha,FM
29.6. - 2.7.,Rhodos,103830,Electra Tours,All Inclusive,11 590 Kč,Aelia Resort,Praha,FM
6.8. - 13.8.,Kréta,58604,Electra Tours,All Inclusive,30 190 Kč,Mitsis Rinela Beach,Praha,FM
13.8. - 20.8.,Kréta,58604,Electra Tours,All Inclusive,30 190 Kč,Mitsis Rinela Beach,Praha,FM
20.8. - 27.8.,Kréta,58604,Electra Tours,All Inclusive,30 190 Kč,Mitsis Rinela Beach,Praha,FM
29.7. - 5.8.,Zakynthos,83698,Electra Tours,All Inclusive,21 190 Kč,Sunrise,Praha,FM
5.8. - 12.8.,Zakynthos,83698,Electra Tours,All Inclusive,21 190 Kč,Sunrise,Praha,FM
5.8. - 16.8.,Zakynthos,83698,Electra Tours,All Inclusive,28 190 Kč,Sunrise,Praha,FM
16.8. - 26.8.,Zakynthos,83698,Electra Tours,All Inclusive,26 250 Kč,Sunrise,Praha,FM
19.8. - 26.8.,Zakynthos,83698,Electra Tours,All Inclusive,21 090 Kč,Sunrise,Praha,FM
26.8. - 2.9.,Zakynthos,83698,Electra Tours,All Inclusive,20 690 Kč,Sunrise,Praha,FM
26.8. - 6.9.,Zakynthos,83698,Electra Tours,All Inclusive,26 150 Kč,Sunrise,Praha,FM
2.9. - 9.9.,Zakynthos,83698,Electra Tours,All Inclusive,17 650 Kč,Sunrise,Praha,FM
6.9. - 16.9.,Zakynthos,83698,Electra Tours,All Inclusive,21 350 Kč,Sunrise,Praha,FM
9.9. - 16.9.,Zakynthos,83698,Electra Tours,All Inclusive,17 650 Kč,Sunrise,Praha,FM
7.6. - 11.6.,Kréta,73716,Electra Tours,All Inclusive,12 890 Kč,Club Lyda,Praha,Last minute
8.6. - 22.6.,Kréta,73716,Electra Tours,All Inclusive,23 150 Kč,Club Lyda,Brno,FM
11.6. - 18.6.,Kréta,73716,Electra Tours,All Inclusive,14 890 Kč,Club Lyda,Praha,FM
11.6. - 18.6.,Kréta,73716,Electra Tours,All Inclusive,14 890 Kč,Club Lyda,Brno,FM
11.6. - 25.6.,Kréta,73716,Electra Tours,All Inclusive,22 650 Kč,Club Lyda,Praha,FM
14.6. - 25.6.,Kréta,73716,Electra Tours,All Inclusive,20 090 Kč,Club Lyda,Praha,FM
15.6. - 18.6.,Kréta,73716,Electra Tours,All Inclusive,11 890 Kč,Club Lyda,Praha,Last minute
15.6. - 29.6.,Kréta,73716,Electra Tours,All Inclusive,23 150 Kč,Club Lyda,Brno,FM
18.6. - 25.6.,Kréta,73716,Electra Tours,All Inclusive,15 590 Kč,Club Lyda,Praha,FM
18.6. - 25.6.,Kréta,73716,Electra Tours,All Inclusive,15 590 Kč,Club Lyda,Brno,FM
18.6. - 2.7.,Kréta,73716,Electra Tours,All Inclusive,22 850 Kč,Club Lyda,Praha,FM
21.6. - 25.6.,Kréta,73716,Electra Tours,All Inclusive,12 890 Kč,Club Lyda,Praha,Last minute
12.6. - 19.6.,Rhodos,21959,Electra Tours,Polopenze,12 250 Kč,Sivila,Brno,FM
12.6. - 19.6.,Rhodos,21959,Electra Tours,All Inclusive,13 590 Kč,Sivila,Brno,FM
13.6. - 27.6.,Rhodos,21959,Electra Tours,All Inclusive,18 190 Kč,Sivila,Brno,FM
13.6. - 27.6.,Rhodos,21959,Electra Tours,Polopenze,15 550 Kč,Sivila,Brno,FM
15.6. - 18.6.,Rhodos,21959,Electra Tours,All Inclusive,10 390 Kč,Sivila,Praha,FM
15.6. - 18.6.,Rhodos,21959,Electra Tours,Polopenze,9 850 Kč,Sivila,Praha,FM
15.6. - 29.6.,Rhodos,21959,Electra Tours,All Inclusive,18 190 Kč,Sivila,Praha,FM
15.6. - 29.6.,Rhodos,21959,Electra Tours,Polopenze,15 550 Kč,Sivila,Praha,FM
16.6. - 23.6.,Rhodos,21959,Electra Tours,All Inclusive,13 590 Kč,Sivila,Brno,FM
16.6. - 23.6.,Rhodos,21959,Electra Tours,Polopenze,12 250 Kč,Sivila,Brno,FM
8.6. - 22.6.,Kréta,8388,Electra Tours,Polopenze,17 050 Kč,Iro,Brno,FM
8.6. - 22.6.,Kréta,8388,Electra Tours,Snídaně,15 850 Kč,Iro,Brno,FM
11.6. - 18.6.,Kréta,8388,Electra Tours,Polopenze,11 990 Kč,Iro,Praha,FM
11.6. - 18.6.,Kréta,8388,Electra Tours,Polopenze,11 990 Kč,Iro,Brno,FM
11.6. - 18.6.,Kréta,8388,Electra Tours,Snídaně,11 390 Kč,Iro,Praha,FM
11.6. - 18.6.,Kréta,8388,Electra Tours,Snídaně,11 390 Kč,Iro,Brno,FM
11.6. - 25.6.,Kréta,8388,Electra Tours,Snídaně,15 650 Kč,Iro,Praha,FM
11.6. - 25.6.,Kréta,8388,Electra Tours,Polopenze,16 750 Kč,Iro,Praha,FM
14.6. - 25.6.,Kréta,8388,Electra Tours,Snídaně,14 390 Kč,Iro,Praha,FM
14.6. - 25.6.,Kréta,8388,Electra Tours,Polopenze,15 290 Kč,Iro,Praha,FM
15.6. - 18.6.,Kréta,8388,Electra Tours,Polopenze,10 650 Kč,Iro,Praha,Last minute
15.6. - 18.6.,Kréta,8388,Electra Tours,Snídaně,10 390 Kč,Iro,Praha,Last minute
19.8. - 26.8.,Korfu,8214,Electra Tours,Polopenze,19 590 Kč,Gemini,Praha,FM
19.8. - 26.8.,Korfu,8214,Electra Tours,Snídaně,16 890 Kč,Gemini,Praha,FM
20.8. - 31.8.,Korfu,8214,Electra Tours,Snídaně,21 850 Kč,Gemini,Praha,FM
20.8. - 31.8.,Korfu,8214,Electra Tours,Polopenze,26 250 Kč,Gemini,Praha,FM
20.8. - 31.8.,Korfu,8214,Electra Tours,All Inclusive,28 450 Kč,Gemini,Praha,FM
20.8. - 3.9.,Korfu,8214,Electra Tours,Snídaně,24 190 Kč,Gemini,Praha,FM
20.8. - 3.9.,Korfu,8214,Electra Tours,Polopenze,29 590 Kč,Gemini,Praha,FM
20.8. - 3.9.,Korfu,8214,Electra Tours,All Inclusive,32 250 Kč,Gemini,Praha,FM
21.8. - 28.8.,Korfu,8214,Electra Tours,Polopenze,19 590 Kč,Gemini,Brno,FM
21.8. - 28.8.,Korfu,8214,Electra Tours,Snídaně,16 850 Kč,Gemini,Brno,FM
31.8. - 7.9.,Korfu,70941,Electra Tours,Plná penze,36 150 Kč,Marbella Beach Corfu,Brno,FM
31.8. - 10.9.,Korfu,70941,Electra Tours,All Inclusive,56 490 Kč,Marbella Beach Corfu,Praha,FM
31.8. - 10.9.,Korfu,70941,Electra Tours,Polopenze,42 890 Kč,Marbella Beach Corfu,Praha,FM
31.8. - 10.9.,Korfu,70941,Electra Tours,Plná penze,49 390 Kč,Marbella Beach Corfu,Praha,FM
2.9. - 9.9.,Korfu,70941,Electra Tours,Polopenze,31 650 Kč,Marbella Beach Corfu,Praha,FM
2.9. - 9.9.,Korfu,70941,Electra Tours,Plná penze,36 050 Kč,Marbella Beach Corfu,Praha,FM
2.9. - 9.9.,Korfu,70941,Electra Tours,All Inclusive,40 850 Kč,Marbella Beach Corfu,Praha,FM
3.9. - 13.9.,Korfu,70941,Electra Tours,All Inclusive,54 990 Kč,Marbella Beach Corfu,Praha,FM
3.9. - 13.9.,Korfu,70941,Electra Tours,Polopenze,41 450 Kč,Marbella Beach Corfu,Praha,FM
3.9. - 13.9.,Korfu,70941,Electra Tours,Plná penze,47 890 Kč,Marbella Beach Corfu,Praha,FM
30.7. - 13.8.,Rhodos,7633,Electra Tours,All Inclusive,35 550 Kč,Alfa Beach,Praha,FM
2.8. - 6.8.,Rhodos,7633,Electra Tours,All Inclusive,15 990 Kč,Alfa Beach,Praha,Last minute
3.8. - 17.8.,Rhodos,7633,Electra Tours,All Inclusive,35 550 Kč,Alfa Beach,Praha,FM
5.8. - 12.8.,Rhodos,7633,Electra Tours,All Inclusive,21 790 Kč,Alfa Beach,Praha,FM
6.8. - 20.8.,Rhodos,7633,Electra Tours,All Inclusive,35 550 Kč,Alfa Beach,Praha,FM
8.8. - 15.8.,Rhodos,7633,Electra Tours,All Inclusive,21 690 Kč,Alfa Beach,Brno,FM
10.8. - 13.8.,Rhodos,7633,Electra Tours,All Inclusive,14 090 Kč,Alfa Beach,Praha,Last minute
10.8. - 20.8.,Rhodos,7633,Electra Tours,All Inclusive,27 390 Kč,Alfa Beach,Praha,FM
10.8. - 24.8.,Rhodos,7633,Electra Tours,All Inclusive,35 550 Kč,Alfa Beach,Praha,Last minute
12.8. - 19.8.,Rhodos,7633,Electra Tours,All Inclusive,21 790 Kč,Alfa Beach,Praha,FM
